url,page_title,proposed_l1,proposed_l2,proposed_l3,proposed_l4,url_flag,writer_placement_rule
https://docs.mistral.ai/getting-started/clients,SDK Clients,Get Started,Install an SDK,,,KEEP — quickstart install section,Prerequisite setup: install + auth only; full SDK method reference belongs in Reference
https://docs.mistral.ai/getting-started/glossary,Glossary,Reference,Glossary,,,MOVE from Get Started — reference artifact,Pure reference: definitions only; belongs in Reference not orientation
https://docs.mistral.ai/developers,Developers,Get Started,Quickstarts,Developer,,REDIRECT to /getting-started/quickstarts/developer — redundant section,Redundant with Getting Started > Quickstarts > Developer
https://docs.mistral.ai/developers/quickstarts/first-api-request,First API Request,Get Started,Quickstarts,Developer,First API Request,REDIRECT to /getting-started/quickstarts/developer/first-api-request,Duplicate URL — consolidate
https://docs.mistral.ai/developers/quickstarts/build-an-agent,Build an Agent,Get Started,Quickstarts,Developer,Build an Agent,REDIRECT to /getting-started/quickstarts/developer/build-an-agent,Duplicate URL — consolidate
https://docs.mistral.ai/developers/quickstarts/rag-document-search,RAG Document Search,Get Started,Quickstarts,Developer,RAG Document Search,REDIRECT to /getting-started/quickstarts/developer/rag-document-search,Duplicate URL — consolidate
https://docs.mistral.ai/le-chat/quickstarts/draft-research-report,Draft a Research Report,Get Started,Quickstarts,Le Chat,Draft a Research Report,REDIRECT to /getting-started/quickstarts/le-chat/draft-research-report,Duplicate URL — consolidate; canonical quickstart lives in Get Started
https://docs.mistral.ai/le-chat/quickstarts/create-custom-agent,Create a Custom Agent,Get Started,Quickstarts,Le Chat,Create a Custom Agent,REDIRECT to /getting-started/quickstarts/le-chat/create-custom-agent,Duplicate URL — consolidate
https://docs.mistral.ai/le-chat/quickstarts/analyze-data,Analyze Data,Get Started,Quickstarts,Le Chat,Analyze Data,REDIRECT to /getting-started/quickstarts/le-chat/analyze-data,Duplicate URL — consolidate
https://docs.mistral.ai/products,Products,Get Started,Choose Your Path,,,REDIRECT to /getting-started/le-chat-studio-admin or consolidate,Product comparison landing — better served by orientation page in Get Started
https://docs.mistral.ai/models,Models,Models,Overview & Selection Guide,,,, Landing: featured models + selection guide + family overview; NOT a catalog dump
https://docs.mistral.ai/models/overview,Models Overview,Models,Overview & Selection Guide,,,REDIRECT to /models — consolidate with root,Redundant with /models root
https://docs.mistral.ai/models/model-selection-guide,Model Selection Guide,Models,Model Selection Guide,,,, Decision guide: use-case → recommended model → rationale; NOT specs
https://docs.mistral.ai/models/best-practices,Best Practices,Models,Best Practices,,,, Parent section for prompting and sampling guides
https://docs.mistral.ai/models/best-practices/prompt-engineering,Prompt Engineering,Build,Chat & Completions,Prompting,,MOVE from Models — prompting is a build concern,Guide content not model property; belongs in Build > Chat & Completions > Prompting
https://docs.mistral.ai/models/best-practices/sampling,Sampling,Build,Chat & Completions,Sampling,,MOVE from Models — sampling is a build concern,Guide content not model property; belongs in Build > Chat & Completions > Sampling
https://docs.mistral.ai/models/labs,Labs Models,Models,Labs,,,, Experimental / preview models; clearly labelled beta/unstable
https://docs.mistral.ai/models/deployment,Deployment Overview,Models,Self-hosting,Overview,,MOVE from Models — deployment is operational not model property,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/deployment/cloud-deployments,Cloud Deployments,Models,Self-hosting,Cloud providers,,MOVE from Models,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/deployment/cloud-deployments/amazon_bedrock,Amazon Bedrock,Models,Self-hosting,Cloud providers,Amazon Bedrock,MOVE from Models,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/deployment/cloud-deployments/azure,Azure AI Foundry,Models,Self-hosting,Cloud providers,Azure AI Foundry,MOVE from Models,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/deployment/cloud-deployments/ibm-watsonx,IBM WatsonX,Models,Self-hosting,Cloud providers,IBM WatsonX,MOVE from Models,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/deployment/cloud-deployments/outscale,Outscale,Models,Self-hosting,Cloud providers,Outscale,MOVE from Models,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/deployment/cloud-deployments/sfcortex,Snowflake Cortex,Models,Self-hosting,Cloud providers,Snowflake Cortex,MOVE from Models,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/deployment/cloud-deployments/vertex,Google Vertex AI,Models,Self-hosting,Cloud providers,Google Vertex AI,MOVE from Models,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/deployment/local-deployment,Local / Self-Hosted,Models,Self-hosting,Local deployment,,MOVE from Models,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/deployment/local-deployment/cerebrium,Cerebrium,Models,Self-hosting,Local deployment,Cerebrium,MOVE from Models,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/deployment/local-deployment/cloudflare,Cloudflare Workers AI,Models,Self-hosting,Local deployment,Cloudflare Workers AI,MOVE from Models,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/deployment/local-deployment/skypilot,SkyPilot,Models,Self-hosting,Local deployment,SkyPilot,MOVE from Models,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/deployment/local-deployment/tgi,Text Generation Inference (TGI),Models,Self-hosting,Local deployment,TGI,MOVE from Models,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/deployment/local-deployment/trt,TensorRT-LLM,Models,Self-hosting,Local deployment,TensorRT-LLM,MOVE from Models,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/deployment/local-deployment/vllm,vLLM,Models,Self-hosting,Local deployment,vLLM,MOVE from Models,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/models/mistral-large-3-25-12,Mistral Large 3,Models,Mistral Family,Mistral Large 3,,, Model card: specs + context window + pricing + availability + capabilities
https://docs.mistral.ai/models/mistral-large-2-1-24-11,Mistral Large 2.1,Models,Mistral Family,Mistral Large 2.1,,, Model card — older version; link to current
https://docs.mistral.ai/models/mistral-large-2-0-24-07,Mistral Large 2,Models,Mistral Family,Mistral Large 2,,, Model card — older version
https://docs.mistral.ai/models/mistral-large-1-0-24-02,Mistral Large 1,Models,Mistral Family,Mistral Large 1,,, Model card — older version
https://docs.mistral.ai/models/mistral-medium-3-1-25-08,Mistral Medium 3.1,Models,Mistral Family,Mistral Medium 3.1,,, Model card
https://docs.mistral.ai/models/mistral-medium-3-25-05,Mistral Medium 3,Models,Mistral Family,Mistral Medium 3,,, Model card
https://docs.mistral.ai/models/mistral-medium-1-0-23-12,Mistral Medium (legacy),Models,Mistral Family,Mistral Medium (legacy),,, Model card — legacy
https://docs.mistral.ai/models/mistral-small-4-0-26-03,Mistral Small 4,Models,Mistral Family,Mistral Small 4,,, Model card
https://docs.mistral.ai/models/mistral-small-3-2-25-06,Mistral Small 3.2,Models,Mistral Family,Mistral Small 3.2,,, Model card
https://docs.mistral.ai/models/mistral-small-3-1-25-03,Mistral Small 3.1,Models,Mistral Family,Mistral Small 3.1,,, Model card
https://docs.mistral.ai/models/mistral-small-3-0-25-01,Mistral Small 3,Models,Mistral Family,Mistral Small 3,,, Model card
https://docs.mistral.ai/models/mistral-small-2-0-24-09,Mistral Small 2,Models,Mistral Family,Mistral Small 2,,, Model card
https://docs.mistral.ai/models/mistral-small-1-0-24-02,Mistral Small 1,Models,Mistral Family,Mistral Small 1,,, Model card
https://docs.mistral.ai/models/mistral-small-creative-25-12,Mistral Small Creative,Models,Mistral Family,Mistral Small Creative,,, Model card
https://docs.mistral.ai/models/mistral-saba-25-02,Mistral Saba,Models,Mistral Family,Mistral Saba,,, Model card
https://docs.mistral.ai/models/mistral-nemo-12b-24-07,Mistral Nemo,Models,Mistral Family,Mistral Nemo,,, Model card
https://docs.mistral.ai/models/mistral-next,Mistral Next,Models,Mistral Family,Mistral Next,,, Model card
https://docs.mistral.ai/models/mistral-7b-0-3,Mistral 7B v0.3,Models,Mistral Family,Mistral 7B v0.3,,, Model card — open weight
https://docs.mistral.ai/models/mistral-7b-0-2,Mistral 7B v0.2,Models,Mistral Family,Mistral 7B v0.2,,, Model card
https://docs.mistral.ai/models/mistral-7b-0-1,Mistral 7B v0.1,Models,Mistral Family,Mistral 7B v0.1,,, Model card
https://docs.mistral.ai/models/mistral-embed-23-12,Mistral Embed,Models,Embedding Models,Mistral Embed,,, Model card
https://docs.mistral.ai/models/mistral-moderation-26-03,Mistral Moderation 2603,Models,Moderation Models,Mistral Moderation 2603,,, Model card
https://docs.mistral.ai/models/mistral-moderation-24-11,Mistral Moderation 2411,Models,Moderation Models,Mistral Moderation 2411,,, Model card — older version
https://docs.mistral.ai/models/magistral-medium-1-2-25-09,Magistral Medium 1.2,Models,Magistral Family,Magistral Medium 1.2,,, Model card — reasoning model
https://docs.mistral.ai/models/magistral-medium-1-1-25-07,Magistral Medium 1.1,Models,Magistral Family,Magistral Medium 1.1,,, Model card
https://docs.mistral.ai/models/magistral-medium-1-0-25-06,Magistral Medium 1,Models,Magistral Family,Magistral Medium 1,,, Model card
https://docs.mistral.ai/models/magistral-small-1-2-25-09,Magistral Small 1.2,Models,Magistral Family,Magistral Small 1.2,,, Model card
https://docs.mistral.ai/models/magistral-small-1-1-25-07,Magistral Small 1.1,Models,Magistral Family,Magistral Small 1.1,,, Model card
https://docs.mistral.ai/models/magistral-small-1-0-25-06,Magistral Small 1,Models,Magistral Family,Magistral Small 1,,, Model card
https://docs.mistral.ai/models/devstral-2-25-12,Devstral 2,Models,Devstral Family,Devstral 2,,, Model card — code agent model
https://docs.mistral.ai/models/devstral-small-2-25-12,Devstral Small 2,Models,Devstral Family,Devstral Small 2,,, Model card
https://docs.mistral.ai/models/devstral-small-1-1-25-07,Devstral Small 1.1,Models,Devstral Family,Devstral Small 1.1,,, Model card
https://docs.mistral.ai/models/devstral-small-1-0-25-05,Devstral Small 1,Models,Devstral Family,Devstral Small 1,,, Model card
https://docs.mistral.ai/models/devstral-medium-1-0-25-07,Devstral Medium,Models,Devstral Family,Devstral Medium,,, Model card
https://docs.mistral.ai/models/codestral-25-08,Codestral 2508,Models,Codestral Family,Codestral 2508,,, Model card — code completion model
https://docs.mistral.ai/models/codestral-25-01,Codestral 2501,Models,Codestral Family,Codestral 2501,,, Model card
https://docs.mistral.ai/models/codestral-24-05,Codestral 2405,Models,Codestral Family,Codestral 2405,,, Model card
https://docs.mistral.ai/models/codestral-embed-25-05,Codestral Embed,Models,Codestral Family,Codestral Embed,,, Model card — code embedding model
https://docs.mistral.ai/models/codestral-mamba-7b-0-1,Codestral Mamba,Models,Codestral Family,Codestral Mamba,,, Model card
https://docs.mistral.ai/models/ministral-3-14b-25-12,Ministral 14B,Models,Ministral Family,Ministral 14B,,, Model card — edge/efficient model
https://docs.mistral.ai/models/ministral-3-8b-25-12,Ministral 8B (2025),Models,Ministral Family,Ministral 8B (2025),,, Model card
https://docs.mistral.ai/models/ministral-3-3b-25-12,Ministral 3B (2025),Models,Ministral Family,Ministral 3B (2025),,, Model card
https://docs.mistral.ai/models/ministral-8b-24-1,Ministral 8B (2024),Models,Ministral Family,Ministral 8B (2024),,, Model card
https://docs.mistral.ai/models/ministral-3b-24-1,Ministral 3B (2024),Models,Ministral Family,Ministral 3B (2024),,, Model card
https://docs.mistral.ai/models/leanstral-26-03,Leanstral,Models,Mistral Family,Leanstral,,, Model card
https://docs.mistral.ai/models/voxtral-tts-26-03,Voxtral TTS,Models,Voxtral Family,Voxtral TTS,,, Model card — text-to-speech model
https://docs.mistral.ai/models/voxtral-mini-transcribe-realtime-26-02,Voxtral Mini Transcribe Realtime,Models,Voxtral Family,Voxtral Mini Transcribe Realtime,,, Model card — realtime transcription
https://docs.mistral.ai/models/voxtral-mini-transcribe-26-02,Voxtral Mini Transcribe v2,Models,Voxtral Family,Voxtral Mini Transcribe v2,,, Model card
https://docs.mistral.ai/models/voxtral-mini-transcribe-25-07,Voxtral Mini Transcribe,Models,Voxtral Family,Voxtral Mini Transcribe,,, Model card
https://docs.mistral.ai/models/voxtral-mini-25-07,Voxtral Mini,Models,Voxtral Family,Voxtral Mini,,, Model card
https://docs.mistral.ai/models/voxtral-small-25-07,Voxtral Small,Models,Voxtral Family,Voxtral Small,,, Model card
https://docs.mistral.ai/models/ocr-3-25-12,OCR 3,Models,OCR Models,OCR 3,,, Model card — document processing model
https://docs.mistral.ai/models/ocr-25-03,OCR (2025-03),Models,OCR Models,OCR (2025-03),,, Model card
https://docs.mistral.ai/models/ocr-2-25-05,OCR 2,Models,OCR Models,OCR 2,,, Model card
https://docs.mistral.ai/models/pixtral-large-24-11,Pixtral Large,Models,Pixtral Family,Pixtral Large,,, Model card — multimodal model
https://docs.mistral.ai/models/pixtral-12b-24-09,Pixtral 12B,Models,Pixtral Family,Pixtral 12B,,, Model card
https://docs.mistral.ai/models/mixtral-8x22b-0-1-0-3,Mixtral 8x22B,Models,Mixtral Family,Mixtral 8x22B,,, Model card — MoE model
https://docs.mistral.ai/models/mixtral-8x7b-0-1,Mixtral 8x7B,Models,Mixtral Family,Mixtral 8x7B,,, Model card
https://docs.mistral.ai/models/mathstral-7b-0-1,Mathstral 7B,Models,Labs,Mathstral 7B,,MOVE to Models > Labs,Experimental model — belongs under Labs
https://docs.mistral.ai/studio-api/overview,Studio Overview,Platform,Studio Console,Overview,,, Platform surface docs: how to use the console UI — not API task guides
https://docs.mistral.ai/studio-api/conversations/chat-completion,Chat Completions,Build,Chat & Completions,Overview,,, API task guide: goal → concept → code → reference links
https://docs.mistral.ai/studio-api/conversations/chat-completion/prompting,Prompting,Build,Chat & Completions,Prompting,,, Guide: how to write effective prompts; task-oriented not model-property
https://docs.mistral.ai/studio-api/conversations/vision,Vision,Build,Vision,,,, API task guide: send images + ask questions
https://docs.mistral.ai/studio-api/conversations/citations,Citations & References,Build,Citations & References,,,, API task guide: grounded responses with source attribution
https://docs.mistral.ai/studio-api/conversations/function-calling,Function Calling,Build,Function Calling,,,, API task guide: define tools + let model call functions
https://docs.mistral.ai/studio-api/conversations/structured-output,Structured Outputs,Build,Structured Outputs,Overview,,, API task guide: enforce output schema
https://docs.mistral.ai/studio-api/conversations/structured-output/custom,Custom Schema,Build,Structured Outputs,Custom Schema,,, Sub-guide: custom JSON schema definition
https://docs.mistral.ai/studio-api/conversations/structured-output/json_mode,JSON Mode,Build,Structured Outputs,JSON Mode,,, Sub-guide: JSON mode without strict schema
https://docs.mistral.ai/studio-api/conversations/moderation,Moderation (per-request),Build,Evaluate & Ship,Safety & Moderation,Per-Request Moderation,,"Evaluate & Ship — final phase of Build. Belongs here if it answers ""is this ready to ship?"" — evals, quality assurance, safety gates, pre-production checks."
https://docs.mistral.ai/studio-api/conversations/reasoning,Reasoning,Build,Reasoning,Overview,,, API task guide: using thinking/reasoning models
https://docs.mistral.ai/studio-api/conversations/reasoning/native,Native Reasoning,Build,Reasoning,Native Reasoning,,, Sub-guide: models with built-in reasoning
https://docs.mistral.ai/studio-api/conversations/reasoning/adjustable,Adjustable Reasoning,Build,Reasoning,Adjustable Reasoning,,, Sub-guide: controlling reasoning effort/budget
https://docs.mistral.ai/studio-api/conversations/advanced/predicted-outputs,Predicted Outputs,Build,Advanced Completions,Predicted Outputs,,, Optimization technique: speculative decoding for latency reduction
https://docs.mistral.ai/studio-api/agents/introduction,Agents Introduction,Build,Agents,Introduction,,, Concept + overview: what agents are and when to use them
https://docs.mistral.ai/studio-api/agents/agents-api,Agents & Conversations API,Build,Agents,Conversations & Memory,,, Task guide: stateful multi-turn agents via API
https://docs.mistral.ai/studio-api/agents/agent-tools,Agent Tools Overview,Build,Agents,Tools Overview,,, Parent page: all tool types available to agents
https://docs.mistral.ai/studio-api/agents/agent-tools/websearch,Web Search Tool,Build,Agents,Tools — Web Search,,, Tool guide: agent web search setup and usage
https://docs.mistral.ai/studio-api/agents/agent-tools/code_interpreter,Code Interpreter Tool,Build,Agents,Tools — Code Interpreter,,, Tool guide: agent Python execution
https://docs.mistral.ai/studio-api/agents/agent-tools/image_generation,Image Generation Tool,Build,Agents,Tools — Image Generation,,, Tool guide: agent image generation
https://docs.mistral.ai/studio-api/agents/agent-tools/function-calling,Function Calling Tool,Build,Agents,Tools — Function Calling,,, Tool guide: custom function definitions for agents
https://docs.mistral.ai/studio-api/agents/handoffs,Handoffs,Build,Agents,Handoffs,,, Task guide: multi-agent orchestration and delegation
https://docs.mistral.ai/studio-api/knowledge-rag/rag_quickstart,RAG Quickstart,Build,Knowledge & RAG,RAG Quickstart,,, Entry point: first working RAG pipeline under 15 min
https://docs.mistral.ai/studio-api/knowledge-rag/embeddings,Embeddings,Build,Knowledge & RAG,Embeddings,Overview,, Parent: embeddings API overview
https://docs.mistral.ai/studio-api/knowledge-rag/embeddings/text_embeddings,Text Embeddings,Build,Knowledge & RAG,Embeddings,Text Embeddings,, Task guide: embed text for semantic search
https://docs.mistral.ai/studio-api/knowledge-rag/embeddings/code_embeddings,Code Embeddings,Build,Knowledge & RAG,Embeddings,Code Embeddings,, Task guide: embed code for semantic code search
https://docs.mistral.ai/studio-api/knowledge-rag/libraries,Libraries API,Build,Knowledge & RAG,Libraries (API),,, Task guide: managed document libraries via API — distinct from Le Chat Libraries UI
https://docs.mistral.ai/studio-api/knowledge-rag/connectors,Connectors Overview,Build,Knowledge & RAG,Connectors,Overview,, Parent: MCP connectors and tool integration overview
https://docs.mistral.ai/studio-api/knowledge-rag/connectors/management,Connector Management,Build,Knowledge & RAG,Connectors,Management,, Task guide: register and manage MCP servers as connectors
https://docs.mistral.ai/studio-api/knowledge-rag/connectors/conversations,Connectors in Conversations,Build,Knowledge & RAG,Connectors,In Conversations,, Task guide: use connectors in chat completion requests
https://docs.mistral.ai/studio-api/knowledge-rag/connectors/tool_calling,Connectors as Tools,Build,Knowledge & RAG,Connectors,Tool Calling,, Task guide: call connectors like function tools
https://docs.mistral.ai/studio-api/knowledge-rag/connectors/confirmation,Human-in-the-Loop Confirmation,Build,Knowledge & RAG,Connectors,Confirmation,, Task guide: require user approval before connector actions execute
https://docs.mistral.ai/studio-api/document-processing/overview,Document Processing Overview,Build,Document Processing,Overview,,, Parent: all document AI capabilities
https://docs.mistral.ai/studio-api/document-processing/basic_ocr,OCR,Build,Document Processing,OCR,,, Task guide: extract text from images and PDFs
https://docs.mistral.ai/studio-api/document-processing/annotations,Annotations,Build,Document Processing,Annotations,,, Task guide: structured data extraction with schema
https://docs.mistral.ai/studio-api/document-processing/document_qna,Document Q&A,Build,Document Processing,Document Q&A,,, Task guide: answer questions grounded in document content
https://docs.mistral.ai/studio-api/audio/speech_to_text,Speech to Text,Build,Audio,Speech to Text,Overview,, Parent: all transcription options
https://docs.mistral.ai/studio-api/audio/speech_to_text/offline_transcription,Offline Transcription,Build,Audio,Speech to Text,Offline Transcription,, Task guide: batch/async transcription for pre-recorded audio
https://docs.mistral.ai/studio-api/audio/speech_to_text/realtime_transcription,Realtime Transcription,Build,Audio,Speech to Text,Realtime Transcription,, Task guide: streaming live audio transcription
https://docs.mistral.ai/studio-api/audio/text_to_speech,Text to Speech,Build,Audio,Text to Speech,Overview,, Parent: all TTS options
https://docs.mistral.ai/studio-api/audio/text_to_speech/speech,Generate Speech,Build,Audio,Text to Speech,Generate Speech,, Task guide: synthesize speech from text
https://docs.mistral.ai/studio-api/audio/text_to_speech/voices,Voices,Build,Audio,Text to Speech,Voices,, Reference-adjacent: available voice options and parameters
https://docs.mistral.ai/studio-api/batch-processing,Batch Processing,Build,Batch Processing,,,, Task guide: async large-scale inference at 50% cost reduction
https://docs.mistral.ai/studio-api/safety-moderation,Safety & Moderation Overview,Build,Evaluate & Ship,Safety & Moderation,Overview,,"Evaluate & Ship — final phase of Build. Belongs here if it answers ""is this ready to ship?"" — evals, quality assurance, safety gates, pre-production checks."
https://docs.mistral.ai/studio-api/observability,Observability Overview,Build,Evaluate & Ship,Observability,Overview,,"Evaluate & Ship — final phase of Build. Belongs here if it answers ""is this ready to ship?"" — evals, quality assurance, safety gates, pre-production checks."
https://docs.mistral.ai/studio-api/observability/quickstart,Observability Quickstart,Build,Evaluate & Ship,Observability,Quickstart,,"Evaluate & Ship — final phase of Build. Belongs here if it answers ""is this ready to ship?"" — evals, quality assurance, safety gates, pre-production checks."
https://docs.mistral.ai/studio-api/observability/explorer,Event Explorer,Build,Evaluate & Ship,Observability,Event Explorer,,"Evaluate & Ship — final phase of Build. Belongs here if it answers ""is this ready to ship?"" — evals, quality assurance, safety gates, pre-production checks."
https://docs.mistral.ai/studio-api/observability/datasets,Datasets,Build,Evaluate & Ship,Observability,Datasets,,"Evaluate & Ship — final phase of Build. Belongs here if it answers ""is this ready to ship?"" — evals, quality assurance, safety gates, pre-production checks."
https://docs.mistral.ai/studio-api/observability/campaigns,Eval Campaigns,Build,Evaluate & Ship,Observability,Eval Campaigns,,"Evaluate & Ship — final phase of Build. Belongs here if it answers ""is this ready to ship?"" — evals, quality assurance, safety gates, pre-production checks."
https://docs.mistral.ai/studio-api/observability/judges,LLM Judges,Build,Evaluate & Ship,Observability,LLM Judges,,"Evaluate & Ship — final phase of Build. Belongs here if it answers ""is this ready to ship?"" — evals, quality assurance, safety gates, pre-production checks."
https://docs.mistral.ai/studio-api/workflows/getting-started/introduction,Workflows Introduction,Build,Workflows,Introduction,,, Concept: what Mistral Workflows is and when to use it vs agents
https://docs.mistral.ai/studio-api/workflows/getting-started/installation,Workflows Installation,Build,Workflows,Installation,,, Prerequisite: install workflow SDK and authenticate
https://docs.mistral.ai/studio-api/workflows/getting-started/your_first_workflow,Your First Workflow,Build,Workflows,Your First Workflow,,, First success: write and run a simple workflow end-to-end
https://docs.mistral.ai/studio-api/workflows/getting-started/core_concepts/workflows,Core Concepts — Workflows,Build,Workflows,Core Concepts,Workflows,, Concept: what a workflow is; durable execution model
https://docs.mistral.ai/studio-api/workflows/getting-started/core_concepts/activities,Core Concepts — Activities,Build,Workflows,Core Concepts,Activities,, Concept: what activities are; units of work within workflows
https://docs.mistral.ai/studio-api/workflows/getting-started/core_concepts/workers,Core Concepts — Workers,Build,Workflows,Core Concepts,Workers,, Concept: workers execute activities; scaling model
https://docs.mistral.ai/studio-api/workflows/getting-started/core_concepts/executions,Core Concepts — Executions,Build,Workflows,Core Concepts,Executions,, Concept: workflow execution lifecycle and state
https://docs.mistral.ai/studio-api/workflows/getting-started/core_concepts/events,Core Concepts — Events,Build,Workflows,Core Concepts,Events,, Concept: event-driven workflow triggers and signals
